,old_tweet,new_tweet
7469,"Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018; ; Dw",wargabaduisetelahselesaimemperingatitradisisebadipendopopemerintah kabupatenlebakakandilanjutkankembalibeemudengangubernurbantenwahidinhalimhariinisabtu214seba baduy 2018dw
7470,USER Nyang nepu jamangah 1.6 triliun itu juga vasti antek jokowi',yangempujemaah16triliunitujugapastiantekjokowi
7471,"USER USER USER USER Lo punya quota ga,lo serching ya nyet brp nyawa yg melayang oleh rezim orba. Jangan kuota lo pk buat search bokep aj,biar otak lo ga kebalik kek kampret,bny baca,buka wawasan'",kamupunyakuotatidakkamusearchingyamonyetberapanyawayangmelayangolehrezimorde barujangankuotakamupakbuatcaribokepsajabiarotakkamutidakkebalikkayakkampretbothnewyearbacabukawawasan
7472,"USER USER PDIP itu partainya: preman, komunis, maling, rasis, koruptor, penipu. PDIP tempat ngumpul nya org2 Amoral.'",partai demokrasi indonesia perjuanganitupakainyapremankomunismalingracistkoruptorpenipupartai demokrasi indonesia perjuangantempatberkumpulnyaorang orangamoral
7473,keliatan banget bego nya mpok silvy and agus. #DebatFinalPilkadaJKT,kelihatanbangetbegonyaempoksilvyandagusdebat final pemilihan kepala daerah jakarta
7474,USER sering. kepedean bgt emang gue ya najis.',seringkepedeanbangetmemanggueyanajis
7475,USER Ya ampun gue bersyukur banget punya onta perhatian banget.\n\nUdah kan?',yaampunguebersyukurbangetpunyaontaperhatianbangetdansudahkan
7476,"Kalau PKI bunuh orang Islam itu karena mereka anti agama, tapi kalu orang islam bantai PKI itu karena jihad membela diri PKI yang memulai",kalaupartai komunis indonesiabunuhorangislamitukarenamerekaantiagamatapikalauorangislambantaipartai komunis indonesiaitukarenajihadmembeladiripartai komunis indonesiayangmemulai
7477,USER NAON ATUHLAH!!!!! SUDAH NETE AJA DULU YG BENAR GBLG!!!!!!',apaatuhlahsudahnetesajaduluyangbenargoblok
7478,USER Yg milih cebong kyai. Cebong seprt abu janda al kampret',yangmemilihcebongkiaicebongsepabujandaalkampret
7479,Berharap rizieq shihab pulang hadapi kasus hukumnya itu ibarat buat orang-orangan sawah lalu ditaruh di laut. Sia-sia! Pecun...dang brengsek itu harusnya dijemput paksa! Kecuali polisi memang takut pada pengikutnya.',berharaprizieqshihabpulanghadapikasushukumnyaituibaratbuatorangorangansawahlaluditaruhdilautkamukamupecundangberengsekituharusnyadijemputpaksakecualipolisimemangtakutpadapengikutnya
7480,"USER yoongi, soalnya temen bilang kalo gue senyum suka sampe keliatan gusi trs sipit gt'",yoongisoalnyatemanbilangkalauguesenyumsukasampaikelihatangusiterussipitbegitu
7481,"pas kasus bom surabaya kmrn doi ngepost positif dukung tni polri dan ngecam bgt teroris itu. selain doi, gw ada2 jg liat cewek2 cadaran ngejar oppa2 korea di airport wqwqwq. jadi, sama aja sik bagi gw cewek cadaran ada yg fanatik bgt dan ada yg cm penamp",paskasusbomsurabayakemarindiangepostpositifdukungtentara nasional indonesiakepolisian republik indonesiadanmengecambangetterorisituselaindiagueada adajugalihatcewek cewekcadaranmengejaroppa oppakoreadiairpowkwkjadisamasajasihbagiguecewekcadaranadayangfanatikbangetdanadayangcumapenamp
7482,"Aksi Drummer Cilik Aisya Soraya Zahra di Hadapan Ketua Umum DPP Partai Golkar Airlangga Hartarto (Menteri Perindustrian) dan Ketua Partai Golkar Prov. Bengkulu Rohidin Mersyah (Plt. Gubernur),",aksidrummercilikaisyasorayazahradihadapanketuaumumdasar pengenaan pajakpakaigolkarairlanggaapaaomenteriperindustriandanketuapakaigolkarprovinsibengkulurohidinmersyahpltgubernur
7483,"USER USER USER Galakin lagi doong. Katanya pribumi yang punya negeri. Teriak usang aseng oseng, giliran berhadap hadapan langsung sama usang aseng asing oseng loyo.'",galakinlagidongkatanyapribumiyangpunyanegeriteriakusangasinggongsenggiliranberhadaphadapanlangsungsamausangasingasinggongsengloyo
7484,"USER Setelah PKI ditumpas habis, maka proyek dilanjutkan ke umat Islam.\nMirip Amerika.\nSetelah usai perang dingin maka musuh selanjutnya adalah Islam\n\nJahat.\nBalasan menunggu di neraka'",setelahpartai komunis indonesiaditumpashabismakaproyekdilanjutkankeumatislammiripamerikasetelahusaiperangdinginmakamusuhselanjutnyaadalahislamdanjahatbalasanmenunggudineraka
7485,Nah Lo...,nahkamu
7486,USER USER Silit cok',silitcok
7487,5 Kebiasaan yang Bisa Merugikan Kesehatan Rambut dan Kulit Kepala via USER,5kebiasaanyangbisamerugikankesehatanrambutdankulitkepalavia
7488,Special Post for Pigijo; ; Halo Teman2 Facebook...; ; Yuk Mampir di tulisan terbaru saya tentang Jelajah Pelosok Indonesia. Saya membahas tentang pesona budaya dan...,spesialpostforpigijohaloteman temanfacebookyukmampirditulisanterbarusayatentangjelajahpelosokindonesiasayamembahastentangpesonabudayadan
7489,"USER sikap apa emang yg diharapkan soal 65, papua, lgbt, dan hak-hak sipil? berani bilang pki gak bersalah, papua berhak merdeka, lgbt harus dihargai eksistensi &amp; hak2nya, hak sipil harus dipenuhi? boleh aja. orang bebas bersikap, bergantung",sikapapamemangyangdiharapkansoal65papualgbtdanhakhaksipilberanibilangpartai komunis indonesiatidakbersalahpapuaberhakmerdekalgbtharusdihargaieksistensiamphak haknyahaksipilharusdipenuhibolehsajaorangbebasbersikapbergantung
7490,USER Congor baginda apa paham arti mengedepankan dialog???? Baginda cm paham fulus &amp; ngaceng',congorbagindaapapahamaimengedepankandialogbagindacumapahamfulusampngaceng
7491,USER Oiya ada taun 2015 tuh. Berarti rata2nya termasuk 1 tahun 2 bulan rejim skrng. \xf0\x9f\x98\x89',oh iyaadatahun2015ituberairata ratanyatermasuk1tahun2bulanrejimsekarangxf0x9fx98x89
7492,"USER hallo bu dokter, yg ada persekusi muslim di papua, persekusi trhadap UAS di bali, FH di Manado, Mayoritas modal thd minoritas uang di nkri.. bukan mayoritas muslimmepersekusi minoritas cina , kristen dll.'",halobudokteryangadapersekusimuslimdipapuapersekusiterhadapujian akhir semesterdibalifhdimanadomayoritasmodalterhadapminoritasuangdinegara kesatuan republik indonesiabukanmayoritasmuslim mempersekusiminoritascinakristendan lain lain
7493,USER Pak USER yang menolak Negara Islam di Indonesia harus berani membubarkan KUA & Pengadilan Agama,pakyangmenolaknegaraislamdiindonesiaharusberanimembubarkankuapengadilanagama
7494,"Jokowi mengatakan, sebuah negara akan kuat bila umaroh (pemerintah) dan ulama berjalan beriringan dan selalu bersilaturahmi.",jokowimengatakansebuahnegaraakankuatbilaumarapemerintahdanulamaberjalanberiringandanselalubersilaturahmi
7495,Nih sobat salah satunya kelebihan presiden kita USER .; Ketatnya pengawasan oleh jokowi terhadap pengembangan proyek strategis nasional harus betul2 di laksanakan dengan tepat di lapangan.; Tujuan protek ini adalah untuk menekan ketimpangan sosial antar,nihsobatsalahsatunyakelebihanpresidenkitaketatnyapengawasanolehjokowiterhadappengembanganproyekstrategisnasionalharusbetul betuldilaksanakandengantepatdilapangantujuanproteksiiniadalahuntukmenekanketimpangansosialantar
7496,Bom pertama sekutu dijatuhkan di Berlin pada perang dunia ke II. Membunuh satu-satunya gajah di Kebun Binatang Berlin.',bompesamasekutudijatuhkandiberlinpadaperangduniakeihmembunuhsatusatunyagajahdikebunbinatangberlin
7497,"RT USER USER USER USER Tul juga noh liat tas istrinya jokowi, kampungan :p",betuljugaitulihattasistrinyajokowikampunganp
7498,"USER Yahh ini semua gara2 mata wasit yg picek gk liat bola kena raket, jadi pada lebih menyalahkan sikap kevin -__-'",yainisemuagara garamatawasityangpicektidaklihatbolakenaraketjadipadalebihmenyalahkansikapkevin
7499,"Dan setauku juga, isu privatisasi air ini cukup lama mereka awasi. Waktu jaman pilkada dulu sih pasti berkicau di sosmed, sekarang kok enggak ya..; ; Serius nanya.. ð?¤?",dansepengetahuankujugaisuprivatisasiairinicukuplamamerekaawasiwaktujamanpilihan kepala daerahdulusihpastiberkicaudimedia sosialsekarangkoktidakyaseriusbertanya
7500,USER HEH MONYET. GUA KIRAA BUKAN. GUA B UB LU KAMPRET WKWKWKWKK',hemonyetguekirabukanguebuniversitas brawijayakamukampretwkwk
7501,USER Onta tolong agak klesi',ontatolongagakkoleksi
7502,Gimana dgn Sumber waras.. Trans Jakarta ko jokowi diem ajah.... Harusnya si kutil babi ahok di ganyang,bagaimanadengansumberwarastransjakaakokjokowidiamsajaharusnyasihkutilbabiahokdiganyang
7503,Nahdliyin Bersatu Minta Penghinaan ke Ma'ruf Amin Dihentikan,nahdliyinbersatumemintapenghinaankesamarufamindihentikan
7504,USER USER Kalo scr geografis iya tpi dlm sepakbola itali msk dlm negara yg sepakbola n ekonomi ny maju makanya kita Blang Eropa Barat. Klo Eropa Timur identified ny Dr negara2 bekas paham komunis',kalausecarageografisiyatetapidalamsepak bolaitaliamasukdalamnegarayangsepak boladanekonominyamajumakanyakitabelangeropabaratkalaueropatimuridentifiednyadarinegara negarabekaspahamkomunis
7505,USER DEMINA???? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 ih anjir sekarang malah jadi model brandnya ajsjsjsjaja',deminaxf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82ihanjirsekarangmalahjadimodelmereknyaajsjsjsjaja
7506,Pemprovsu Gencar Lakukan Sosialisasi Untuk Mensukseskan Pilkada SerentakÂ 2018,pemerintah provinsi sumatera utaragencarlakukansosialisasiuntukmenyukseskanpilihan kepala daerahserentak2018
7507,"USER kamu ga budek ko, cuma tuli\n\nnga'",kamutidakbudekkokcumatulidanenggak
7508,"duduk serumah tapi masak asing2 makan sendiri2, serupa takpayah duduk serumah. duduk asing lebih baik, sebab nak buat apa pn orang tak kisah.'",dudukserumahtapimasakasing asingmakansendiri sendiriserupatak usahdudukserumahdudukasinglebihbaiksebabnakbuatapapengadilan negeriorangtakkisah
7509,"Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #sebabaduy2018",wargabaduisetelahselesaimemperingatitradisisebadipendopopemerintah kabupatenlebakakandilanjutkankembalibeemudengangubernurbantenwahidinhalimhariinisabtu214seba baduy 2018
7510,USER USER USER USER USER Ganda Campuran.....\nCampur tangan aseng',gandacampurancampurtanganasing
7511,USER USER haduh sibuk ea celeng',aduhsibukiyaceleng
7512,USER Makanya kalo laper mending jual diri aja jangan jual otak. Goblog kan jadinya.',makanyakalaulaparmendingjualdirisajajanganjualotakgoblokkanjadinya
7513,Ketua Umum PPP M. Romahurmuziy bersilaturahmi ke kediaman Ketua Utama Alkhairaat Habib Sayyid Saggaf Muhammad Aljufri.Â ; #Romahurmuziy ; #PPP10Sempurna,ketuaumumpppsamaromahurmuziybersilaturahmikekediamanketuautamaalkhairaathabibsayidsaggafmuhammadal jufriromahurmuziyppp10sempurna
7514,ada perek yang imagine nya liar? Yg longrep gak cuma desah doang. Mau gue mainin memeknya. Langsung follback ya',adaperekyangimajinasinyaliaryanglong replytidakcumadesahdoangmauguemainkanmemeknyalangsungikutiya
7515,---------------------; Hetifah : Tingkatkan Sektor Pariwisata Kaltim; ---------------------; Baca Berita Update Lainnya di #korankaltim #bacakorankaltim #wisatakaltim #samarinda #tenggarong #balikpapan #bontang #berau,hetifahtingkatkansektorpariwisatakalimantan timurbacaberitapembaruanlainnyadikoran kalimantan timurbaca koran kalimantan timurwisata kalimantan timursamarindatenggarongbalikpapanbontangberau
7516,USER USER HTI sama wahabi mugkin layak di bubarkan,hatisamawahabimugkinlayakdibubarkan
7517,USER USER Masalah kebijakan yg terlalu pro aseng le. Coba le buka syarat2 investasi g to g indonesia - RRC... ada klausul mengikut sertakan TkA nya mereka',masalahkebijakanyangterlaluproasinglecobalebukasyarat syaratinvestasitidaktotidakindonesiarepublik rakyat cinaadaklausulmengikutiseakantenaga kerja asingnyamereka
7518,"USER USER Bagi yg Muslim tahan diri, Pak USER tidak spesifik menyebut Kitab Suci agama manapun. Boleh jadi Muslim sesama Muslim sedang diadu domba dg bawa2 Al Qur'an disini. Salam",bagiyangmuslimtahandiripaktidakspesifikmenyebutkitabsuciagamamanapunbolehjadimuslimsesamamuslimsedangdiadudombadenganbawa bawaalqurandi sinisalam
7519,"Udah setan, terkutuk pula. Sedih banget jadi gue'",sudahsetanterkutukpulasedihbangetjadigue
7520,Tlg Polri memeriksa Anies Sandi yg sdh jelas terlibat dlm Saracen & membatalkan pengangkatan mrk sesuai hukum yg berlaku.USER USER,tolongkepolisian republik indonesiamemeriksaaniessandiyangsudahjelasterlibatdalamsaracenmembatalkanpengangkatanmerekasesuaihukumyangberlaku
7521,USER Boleh. Kampus gue ada foreigner pake rok sebawah pantat dikit aja ada wkwkw. Balik lagi sih tergantung ada beberapa dosen yg nentuin pakaian',bolehkampusgueadaforeignerpakairoksebawahpantatsedikitsajaadawkwkbaliklagisihtergantungadabeberapadosenyangmenentukanpakaian
7522,Beruntung Ahok nyungsep,beruntungahoknyungsep
7523,"USER Begok tuh pengikut rijik, bakalan jadi korban pertama UU MD3 lu...dasar dongok kaum sumbu pendek...'",begoitupengikutrizieqakanjadikorbanpesamaundang undangmd3kamudasardungukaumsumbupendek
7524,Bank rumah boleh direalisasi,bankrumahbolehdirealisasi
7525,Biasanya yang paling brengsek itu yang paling di sayang.',biasanyayangpalingberengsekituyangpalingdisayang
7526,"USER Pendapat tu ada. Kena g tgk balik petikan bh pasal isu tarikh pru tu. TGHH bg pendapat bukan kecaman. Bila federal tak bagi dana macam mana nak boost ekonomi? Aku dlm industi ong skrg, Tranung patut jadi negeri paling kaya dah sekarang ni. Nak",pendapatituadakenatidaktegakbalikpetikanbhpasalisutarikhpruitutinggibagipendapatbukankecamanbilafederaltakbagidanamacammananakboostekonomiakudalamindustriongsekarangtranungpatutjadinegeripalingkayaksudahsekarangnihnak
7527,Bajingan lu silvy DebatFinalPilkadaJKT,bajingankamusilvydebat final pemilihan kepala daerah jakarta
7528,"HaHaHa Bangsaaat,,,? Tak apalah yg penting masih punya morah..\nBegundal bukan bajingan abal-abal\xe2\x80\xa6 URL",hahabangsaaattakapalahyangpentingmasihpunyamoralbegundalbukanbajinganabalabalxe2x80xa6uniform resource locator
7529,"Asisten Gubernur Kepala Departemen Kebijakan Ekonomi dan Moneter BI Dody Budi Waluyo mengatakan,",asistengubernurkepaladepanemenkebijakanekonomidanmoneterbidodybudiwaluyomengatakan
7530,"Sedianya hari ini Rabu, 11/04, 08.00 Wib akan dilakukan pemeriksaan Saksi (dari Pelapor) oleh Penyidik di Unit Terorisme Ditreskrimum Polda Jatim pd kasus dugaan Penodaan Agama oleh Sukmawati, tapi karena ada kendala, maka pemeriksaan ditunda ke hari esok",sedianyahariinirabu11040800waktu indonesia bagian baratakandilakukanpemeriksaansaksidaripelaporolehpenyidikdiunitterorismedirektorat reserse kriminal umumkepolisian daerahjawa timurpadakasusdugaanpenodaanagamaolehsukmawatitapikarenaadakendalamakapemeriksaanditundakehariesok
7531,RT USER: USER gerombolan ini memang selalu butuh manusia tolol untuk jadi pengikutnya ! ... \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1',gerombolaninimemangselalubutuhmanusiatololuntukjadipengikutnyaxf0x9fx98xa1xf0x9fx98xa1xf0x9fx98xa1xf0x9fx98xa1xf0x9fx98xa1
7532,"USER makanya saracen mca pasnasbung cuci otak rinso isis group onta kehabisan akal otak dungu , apa rakyat masih bisa ditipu'",makanyasaracenmuslim cyber armypanasbungcuciotakrinsoisisgrupontakehabisanakalotakdunguaparakyatmasihbisaditipu
7533,"USER USER USER Jgn diladenin, dia tu hanya seekor cebong kelayaban tanpa tujuan.'",jangandiladenidiaituhanyaseekorcebongkelayabantanpatujuan
7534,"USER USER Diganti kotak kosong pun akan lebih baik, drpd Dilan terpilih lagi... #2019GantiPresiden",digantikotakkosongpunakanlebihbaikdaripadadilanterpilihlagi2019 ganti presiden
7535,USER USER USER DPR lbh kompak lg soal UU MD3 \xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85',dewan perwakilan rakyatlebihkompaklagisoalundang undangmd3xf0x9fx98x85xf0x9fx98x85xf0x9fx98x85
7536,"membisikkan ""Allah.. Allah\xe2\x80\xa6 Allah... Allahuakbar... Allah... Allah...""\n\nApabila melihat hamba abdinya belum insaf, Umar menyeretnya ke pinggir kota dan mengikatnya di tiang. Dia menyuruh orang mengorek mata Zinnirah sehingga buta (ada juga s",membisikkanallahallahxe2x80xa6allahallahu akbarallahallahdanapabilamelihathambaabdinyabeluminsafumarmenyeretnyakepinggirkotadanmengikatnyaditiangdiamenyuruhorangmengorekmatazinnirahsehinggabutaadajugasi
7537,Ulama Jabar Siap Dukung Jokowi di Pilpres 2019,ulamajabarsiapdukungjokowidipemilihan presiden2019
7538,RT USER: USER Manggilnya jgn pelan2 mbak cebong budek smua\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',memanggilnyajanganpelan pelanmbakcebongbudeksemuaxf0x9fx98x82xf0x9fx98x82xf0x9fx98x82
7539,Pendukung napi Ahok dan Jokowi sudah tidak punya akal dan bukan PKS kasihan sekali umat cebong,pendukungnapiahokdanjokowisudahtidakpunyaakaldanbukanpartai keadilan sejahterakasihansekaliumatcebong
7540,"hukuman yang kudapatkan lebih keras dari yang ibu berikan. Aku rindu ibu, tapi aku tak boleh merindukannya karena antek paman Zhong selalu berkata ibu tak membutuhkanku dan aku harus menerima kehidupan baruku. \n\nLambat laun aku menerima kehidupan (37/3",hukumanyangkudapatkanlebihkerasdariyangibuberikanakurinduibutapiakutakbolehmerindukannyakarenaantekpamanapesselaluberkataibutakmembutuhkankudanakuharusmenerimakehidupanbarukudanlambatlaunakumenerimakehidupan373
7541,USER Tolol luh.',tololkamu
7542,RT USER: #AhokPastiTumbang fakta di bilang fitnah\n#DebatFinalPilkadaJKT,ahok pasti tumbangfaktadibilangfitnahdandebat final pemilihan kepala daerah jakarta
7543,"semua sukubangsa melakukan itu tidak terkecuali arab Hejaz. kita tahu Mesir mempraktekannya dgn nama seperti Akhen-Aten. Mesopotamian seperti Awel-Marduk. atau orang Ibrani-Yahudi dgn Ishma-El, Yeho-hanan etc.'",semuasuku bangsamelakukanitutidakterkecualiarabhijazkitatahumesirmempraktikannyadengannamasepeiaksenatenmesopotamiasepeiawelmardukatauorangibraniyahudidenganishmaeliyahananetc
7544,Karena faktanya Subprime Mortgage yg jadi dasar kekhawatiran BI memang memberikan dampak sistemik bukan hanya pada tingkatan sistem perbankan namun berimbas pada ekonomi negara secara umum (kasus Yunani),karenafaktanyasubprimemaugageyangjadidasarkekhawatiranbimemangmemberikandampakmempengaruhi seluruh sistembukanhanyapadatingkatansistemperbankannamunberimbaspadaekonominegarasecaraumumkasusyunani
7545,"USER ada nama panggilanya ""yasuko"" entah alesanya apa ya? cuman dulu waktu kecil aku itu gendut,mata nya sipit, yah gitu lahh ~~ #SSemangatpagi'",adanamapanggilannyayasukoentahalasannyaapayacumaduluwaktukecilakuitugendutmatanyasipityabegitulahsemangat pagi
7546,Saya minta kader PKB yang mengikuti pilkada agar tak lupa memperdayakan produktifitas tanaman kopi di daerah bersangkutan dalam program kerjanya kelak. ##MinumKopiIndonesia,sayamemintakaderpartai kebangkitan bangsayangmengikutipilihan kepala daerahagartaklupamemperdayakanproduktivitastanamankopididaerahbersangkutandalamprogramkerjanyakelakminum kopi indonesia
